2	1	1
3	1	1
4	1	1
6	1	1
36	1	1
1	2	1
3	2	1
4	2	1
36	2	1
1	3	1
2	3	1
4	3	1
5	3	1
6	3	1
7	3	1
11	3	1
39	3	1
1	4	1
2	4	1
3	4	1
11	4	1
36	4	1
3	5	1
6	5	1
7	5	1
8	5	1
10	5	1
1	6	1
3	6	1
5	6	1
10	6	1
23	6	1
24	6	1
28	6	1
33	6	1
39	6	1
3	7	1
5	7	1
8	7	1
10	7	1
11	7	1
12	7	1
13	7	1
14	7	1
5	8	1
7	8	1
9	8	1
10	8	1
11	8	1
12	8	1
14	8	1
16	8	1
8	9	1
10	9	1
14	9	1
15	9	1
16	9	1
31	9	1
39	9	1
5	10	1
6	10	1
7	10	1
8	10	1
9	10	1
14	10	1
39	10	1
3	11	1
4	11	1
7	11	1
8	11	1
12	11	1
36	11	1
37	11	1
7	12	1
8	12	1
11	12	1
13	12	1
14	12	1
21	12	1
37	12	1
7	13	1
12	13	1
14	13	1
16	13	1
21	13	1
37	13	1
7	14	1
8	14	1
9	14	1
10	14	1
12	14	1
13	14	1
15	14	1
16	14	1
17	14	1
18	14	1
19	14	1
20	14	1
31	14	1
9	15	1
14	15	1
16	15	1
19	15	1
29	15	1
30	15	1
39	15	1
8	16	1
9	16	1
13	16	1
14	16	1
15	16	1
17	16	1
18	16	1
19	16	1
20	16	1
21	16	1
30	16	1
14	17	1
16	17	1
18	17	1
20	17	1
21	17	1
22	17	1
23	17	1
14	18	1
16	18	1
17	18	1
19	18	1
20	18	1
23	18	1
31	18	1
14	19	1
15	19	1
16	19	1
18	19	1
20	19	1
30	19	1
31	19	1
14	20	1
16	20	1
17	20	1
18	20	1
19	20	1
23	20	1
31	20	1
32	20	1
12	21	1
13	21	1
16	21	1
17	21	1
22	21	1
23	21	1
25	21	1
26	21	1
27	21	1
35	21	1
36	21	1
37	21	1
38	21	1
17	22	1
21	22	1
23	22	1
25	22	1
26	22	1
27	22	1
6	23	1
17	23	1
18	23	1
20	23	1
21	23	1
22	23	1
24	23	1
25	23	1
26	23	1
27	23	1
28	23	1
30	23	1
31	23	1
32	23	1
6	24	1
23	24	1
25	24	1
27	24	1
28	24	1
31	24	1
32	24	1
21	25	1
22	25	1
23	25	1
24	25	1
26	25	1
27	25	1
35	25	1
38	25	1
21	26	1
22	26	1
23	26	1
25	26	1
27	26	1
21	27	1
22	27	1
23	27	1
24	27	1
25	27	1
26	27	1
28	27	1
32	27	1
35	27	1
6	28	1
23	28	1
24	28	1
27	28	1
31	28	1
32	28	1
33	28	1
34	28	1
35	28	1
15	29	1
30	29	1
15	30	1
16	30	1
19	30	1
23	30	1
29	30	1
31	30	1
33	30	1
39	30	1
9	31	1
14	31	1
18	31	1
19	31	1
20	31	1
23	31	1
24	31	1
28	31	1
30	31	1
32	31	1
33	31	1
34	31	1
39	31	1
20	32	1
23	32	1
24	32	1
27	32	1
28	32	1
31	32	1
34	32	1
35	32	1
39	32	1
6	33	1
28	33	1
30	33	1
31	33	1
34	33	1
28	34	1
31	34	1
32	34	1
33	34	1
35	34	1
39	34	1
21	35	1
25	35	1
27	35	1
28	35	1
32	35	1
34	35	1
1	36	1
2	36	1
4	36	1
11	36	1
21	36	1
37	36	1
38	36	1
11	37	1
12	37	1
13	37	1
21	37	1
36	37	1
38	37	1
21	38	1
25	38	1
36	38	1
37	38	1
3	39	1
6	39	1
9	39	1
10	39	1
15	39	1
30	39	1
31	39	1
32	39	1
34	39	1
