1	2	1
1	3	1
2	3	1
1	4	1
2	4	1
3	4	1
3	5	1
1	6	1
3	6	1
5	6	1
3	7	1
5	7	1
5	8	1
7	8	1
8	9	1
5	10	1
6	10	1
7	10	1
8	10	1
9	10	1
3	11	1
4	11	1
7	11	1
8	11	1
7	12	1
8	12	1
11	12	1
7	13	1
12	13	1
7	14	1
8	14	1
9	14	1
10	14	1
12	14	1
13	14	1
9	15	1
14	15	1
8	16	1
9	16	1
13	16	1
14	16	1
15	16	1
14	17	1
16	17	1
14	18	1
16	18	1
17	18	1
14	19	1
15	19	1
16	19	1
18	19	1
14	20	1
16	20	1
17	20	1
18	20	1
19	20	1
12	21	1
13	21	1
16	21	1
17	21	1
17	22	1
21	22	1
6	23	1
17	23	1
18	23	1
20	23	1
21	23	1
22	23	1
6	24	1
23	24	1
21	25	1
22	25	1
23	25	1
24	25	1
21	26	1
22	26	1
23	26	1
25	26	1
21	27	1
22	27	1
23	27	1
24	27	1
25	27	1
26	27	1
6	28	1
23	28	1
24	28	1
27	28	1
15	29	1
15	30	1
16	30	1
19	30	1
23	30	1
29	30	1
9	31	1
14	31	1
18	31	1
19	31	1
20	31	1
23	31	1
24	31	1
28	31	1
30	31	1
20	32	1
23	32	1
24	32	1
27	32	1
28	32	1
31	32	1
6	33	1
28	33	1
30	33	1
31	33	1
28	34	1
31	34	1
32	34	1
33	34	1
21	35	1
25	35	1
27	35	1
28	35	1
32	35	1
34	35	1
1	36	1
2	36	1
4	36	1
11	36	1
21	36	1
11	37	1
12	37	1
13	37	1
21	37	1
36	37	1
21	38	1
25	38	1
36	38	1
37	38	1
3	39	1
6	39	1
9	39	1
10	39	1
15	39	1
30	39	1
31	39	1
32	39	1
34	39	1
1	40	1
40	41	1
40	42	1
41	42	1
1	43	1
4	43	1
11	43	1
40	43	1
41	43	1
42	43	1
42	44	1
42	45	1
44	45	1
7	46	1
11	46	1
42	46	1
44	47	1
46	47	1
46	48	1
47	48	1
45	49	1
46	49	1
47	49	1
48	49	1
4	50	1
7	50	1
11	50	1
12	50	1
36	50	1
41	50	1
43	50	1
46	50	1
47	50	1
7	51	1
12	51	1
13	51	1
46	51	1
47	51	1
50	51	1
13	52	1
21	52	1
51	52	1
46	53	1
47	53	1
48	53	1
49	53	1
51	53	1
52	53	1
48	54	1
53	54	1
46	55	1
47	55	1
48	55	1
52	55	1
53	55	1
54	55	1
53	56	1
55	56	1
47	57	1
53	57	1
55	57	1
56	57	1
48	58	1
53	58	1
54	58	1
55	58	1
56	58	1
57	58	1
53	59	1
55	59	1
56	59	1
57	59	1
58	59	1
17	60	1
21	60	1
22	60	1
25	60	1
26	60	1
38	60	1
50	60	1
51	60	1
52	60	1
55	60	1
56	60	1
21	61	1
22	61	1
23	61	1
25	61	1
26	61	1
56	61	1
59	61	1
60	61	1
56	62	1
59	62	1
60	62	1
61	62	1
61	63	1
62	63	1
21	64	1
22	64	1
23	64	1
25	64	1
26	64	1
60	64	1
61	64	1
62	64	1
63	64	1
21	65	1
22	65	1
23	65	1
25	65	1
26	65	1
60	65	1
61	65	1
62	65	1
64	65	1
25	66	1
44	66	1
45	66	1
60	66	1
61	66	1
62	66	1
63	66	1
64	66	1
65	66	1
62	67	1
63	67	1
64	67	1
66	67	1
54	69	1
58	69	1
59	69	1
62	69	1
68	69	1
56	70	1
58	70	1
59	70	1
62	70	1
67	70	1
69	70	1
62	71	1
63	71	1
67	71	1
69	71	1
70	71	1
69	72	1
70	72	1
41	73	1
42	73	1
67	73	1
69	73	1
70	73	1
71	73	1
72	73	1
60	74	1
64	74	1
66	74	1
67	74	1
71	74	1
73	74	1
11	75	1
36	75	1
41	75	1
43	75	1
46	75	1
50	75	1
60	75	1
11	76	1
50	76	1
51	76	1
52	76	1
60	76	1
75	76	1
21	77	1
38	77	1
60	77	1
66	77	1
76	77	1
45	78	1
48	78	1
49	78	1
54	78	1
69	78	1
