0,0,0.0020525,0,0,0,0.042202,0.0057027,0.016926,0.008047,0,0,0,0,0,0,0.0023297,0,0,0,0.006566,0,0.0051847,0.017745,0,0.0063374,0,0.0091365,0,0.04745,0,0,0,0.0055179,0,0,0,0,0,0,0.010678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024148,0,0,0,0,0,0
0,0,0.025138,0,0,0,0,0,0.0054012,0,0.0045524,0,0.013412,0,0,0,0.026371,0,0.0091851,0,0,0.033217,0,0,0.025158,0.12574,0.11947,0,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014187,0.0062815,0,0,0,0,0,0,0
0,0.025138,0,0,0,0,0.016559,0,0,0,0,0,0,0,0,0,0.07556,0,0,0,0.0396,0.025843,0.13867,0.021935,0,0.12501,0.31558,0.022346,0,0.027025,0,0,0,0,0,0.025187,0.30651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029032,0,0,0,0,0,0.09129,0,0,0.029834,0.15637,0,0,0,0,0,0,0
0,0,0,0,0,0.003891,0.0024027,0,0.02006,0.054685,0,0.036655,0,0.0025632,0,0,0,0,0,0,0,0,0,0.043304,0,0,0,0,0.01847,0,0,0,0,0.004105,0,0,0,0.002461,0,0,0.0026994,0,0.0051823,0.0060091,0,0,0,0,0,0,0,0,0,0.0039931,0,0,0,0.0023054,0,0,0,0.0041536,0,0,0,0,0,0
0,0,0,0,0,0,0,4.1342e-05,0,4.8637e-06,0,4.8637e-06,0,3.1614e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4319e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.046266,0.1651,0,0.36916,0,0.11215,0,0.046013,0,0,0,0,0,0.02143,0,0,0,0,0,0,0,0.031172,0.040529,0,0,0.024482,0,0.042876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042202,0,0,0,0,0.046266,0,0.11324,0.094808,0.14532,0,0,0,0.14312,0,0,0,0,0,0,0.036167,0,0.036035,0.23494,0,0,0,0.28287,0.12965,0.096165,0,0,0,0.022928,0,0,0,0,0,0,0.15028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022076,0,0,0,0.033834,0,0,0,0,0,0
0,0,0,0,0,0.1651,0.11324,0,0.026933,0.22644,0,0.045845,0,0.080964,0,0,0,0,0,0.01357,0.012865,0,0.013407,0.017213,0,0,0,0.018103,0.022655,0.032256,0,0.0097299,0,0.027149,0,0,0,0,0,0,0.027799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016926,0,0,0.02006,0,0,0.094808,0.026933,0,0.056592,0,0,0,0.02008,0,0,0,0,0,0.011795,0,0.011031,0,0.086628,0,0,0,0.098943,0.059033,0.05656,0,0,0.0097007,0,0,0,0,0,0,0,0.015561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073807,0,0,0,0,0,0
0,0,0,0.054685,0,0.36916,0.14532,0.22644,0.056592,0,0,0,0,0.17736,0,0,0,0,0,0,0,0,0,0.043783,0,0,0,0.14387,0.31173,0,0,0,0,0.1042,0,0,0,0,0,0,0.024002,0,0,0.024749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0045524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037811,0,0,0,0,0,0.032599,0.0745,0.049214,0,0,0,0.016123,0,0,0.06782,0,0,0,0,0,0,0,0,0,0,0.0099487,0,0.013451,0,0,0,0,0.0062985,0.0049026,0,0,0,0,0,0.0044989,0.017884,0.0039275,0,0,0,0,0,0,0
0,0,0,0.036655,0,0.11215,0,0.045845,0,0,0,0,0,0.025659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013317,0.027979,0,0,0.0042971,0,0.027356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.013412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067825,0,0,0,0.005834,0,0,0.057526,0.053747,0.1157,0,0,0,0,0,0,0.013815,0,0,0,0,0,0,0,0,0,0,0.0054911,0,0.007298,0,0,0,0,0.0034557,0,0,0,0,0,0,0.0043846,0.010073,0,0,0,0,0,0,0,0
0,0,0,0,0,0.046013,0.14312,0.080964,0.02008,0.17736,0,0.025659,0,0,0,0,0,0,0,0.0096691,0.015761,0,0.016731,0.014966,0,0,0,0.019124,0.11836,0.066071,0,0.01801,0,0.062474,0,0,0,0,0,0,0.014107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00016293,0.0010433,0,0.00056419,0,0,0,0.00059824,0,0,0,0,0,0.00065174,0,0,0,0.0002821,0,0,0,8.0251e-05,0.00070767,0,0,0.00029912,0,0.0017801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0098296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16942,0.071404,0.1618,0.01268,0,0,0,0,0,0.093899,0,0,0,0.018044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018504,0,0,0,0,0.024703,0.017288,0.02159,0,0,0,0,0.0084507,0,0.062778,0,0,0,0
0,0.026371,0.07556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017349,0.0082878,0.04059,0,0,0.050038,0.44622,0,0,0.011512,0,0,0,0.013587,0,0,0.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018572,0.011598,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0067825,0,0,0,0,0,0,0,0,0,0,0,0.0093408,0.036568,0.0082027,0,0,0,0.0024392,0,0,0.014917,0,0,0,0,0,0,0,0,0,0,0.0069527,0,0.013149,0,0,0,0,0.01321,0.025038,0,0,0,0,0,0.00669,0.057455,0.021719,0,0,0,0.0033462,0,0,0
0,0.0091851,0,0,0,0,0,0,0,0,0.037811,0,0,0,0,0,0,0,0,0,0.0089371,0,0.0074439,0,0.019851,0.042976,0.042224,0,0,0.0046035,0,0,0,0.027003,0,0,0,0,0,0,0,0,0,0,0,0,0.0049367,0,0,0,0,0.005603,0.031398,0,0,0,0,0,0.004674,0.14736,0.043204,0,0,0,0,0,0,0
0,0,0,0,0,0.02143,0,0.01357,0.011795,0,0,0,0,0.0096691,0,0,0,0,0,0,0,0,0,0.012339,0,0,0,0.040814,0.017415,0,0,0,0,0.0075217,0,0,0,0,0,0,0,0,0.0022835,0.002517,0,0,0,0,0,0,0,0,0,0.0015515,0,0,0,0,0,0,0,0.0015491,0,0,0,0,0,0
0,0,0.0396,0,0,0,0.036167,0,0,0,0,0,0,0,0,0.16942,0.017349,0,0,0,0,0.083357,0.41987,0.036458,0,0.044223,0.030782,0.075767,0,0.2309,0,0,0,0.073471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02865,0,0,0,0,0.055179,0.023385,0,0,0,0,0,0,0,0.20381,0,0,0,0
0,0.033217,0.025843,0,0,0,0,0,0.011031,0,0,0,0,0,0,0.071404,0.0082878,0,0,0,0.083357,0,0.085747,0.020398,0.011082,0.021751,0.075317,0.036123,0,0.056159,0,0,0,0.006977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081589,0,0,0,0,0,0,0.0071448,0,0,0,0
0,0,0.13867,0,0,0,0.036035,0,0,0,0,0,0,0,0,0.1618,0.04059,0,0,0,0.41987,0.085747,0,0.042988,0,0.050439,0.42109,0.071271,0,0.093179,0,0,0,0.051147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031086,0,0,0,0,0,0.025155,0.12466,0,0,0,0.037113,0,0,0,0,0,0,0
0.017745,0,0.021935,0.043304,0,0,0.23494,0.017213,0.086628,0.043783,0,0,0,0,0,0,0,0,0,0,0.036458,0.020398,0.042988,0,0,0,0,0.23512,0.097515,0.35588,0,0,0.030228,0.016948,0,0,0,0,0,0,0.06576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021913,0,0,0,0,0,0
0,0.025158,0,0,0,0,0,0,0,0,0.032599,0,0.057526,0,0,0,0,0.0093408,0.019851,0,0,0.011082,0,0,0,0.090436,0.082691,0,0,0,0.0073223,0,0,0.008278,0,0,0,0,0,0,0,0,0,0,0,0,0.0050096,0,0,0,0,0,0.0054474,0,0,0,0,0,0,0.018326,0.0055373,0,0,0,0,0,0,0
