12.82094265	-41.54164363	4.560848111
14.92352547	-35.64180455	2.25369011
12.89357682	-36.59454622	12.56338737
9.623488065	-23.42597021	15.07989012
15.26915694	-32.72336961	12.07235441
24.11847331	-27.22044908	5.805412574
27.03218617	-21.84047684	-3.019459325
22.05048329	-23.35987069	8.549379253
19.49585307	-22.73002398	7.062421451
17.22309003	-22.5426268	9.912888928
20.74329474	-18.22686917	3.797930767
21.65677981	-13.56539992	-2.143210751
27.21837766	-16.82278113	1.525947851
27.17124597	-18.38220134	-5.104513631
25.49985844	-12.08852792	-5.609076309
26.66247386	-13.40213989	-9.543542153
25.13716673	-4.829821479	-11.06517776
23.0114243	-8.814981474	-13.84867089
26.68637928	-13.66042306	4.832700847
22.75092167	-5.507666367	-7.524827541
16.13369624	-19.64593615	-8.180398166
11.03052604	-19.05762149	-5.821266737
4.874237889	-33.87823764	9.388950306
9.965112268	-31.13989844	9.185298398
12.23339805	-25.02796455	19.73869509
9.623488065	-23.42597021	15.07989012
12.90802573	-32.4181307	18.03835855
15.98780855	-25.68596328	17.57468854
16.15328373	9.381203371	13.63194992
12.50006821	16.21345146	13.18861606
19.916932	-2.118244802	-14.08434478
15.47372902	-10.58793315	-9.952805757
13.36937079	-9.53678157	16.75023731
15.56928344	-10.31607964	18.16560745
16.06384051	-12.04244802	20.10769711
16.6535558	-14.80996118	19.92028786
9.130625017	-23.81581329	19.00742862
17.48161033	-14.02785607	10.09759471
20.66980022	-6.022142819	7.54491131
21.41801902	-15.61094757	15.63148875
20.77083343	-5.4704233	2.361186175
19.38878321	0.093716803	4.990979426
19.3247702	3.506346296	-14.5668165
13.31120051	-3.834498264	19.9583763
11.91680251	5.735395318	17.12363258
2.528792196	-1.31699047	20.39637757
3.702656653	-28.29018215	7.261960488
3.718550892	-21.70167136	16.14912481
3.981720034	14.31483514	14.31932499
5.450055415	15.08215988	18.42542516
1.667232622	15.09916016	5.521202082
2.759019556	7.212597565	0.647798704
2.417495921	17.30428627	3.350658963
2.68881892	24.25543394	7.594129309
19.47162578	15.14206678	10.18265571
13.93757428	19.37016461	10.12637644
6.135160812	21.57839316	7.670207836
4.360128489	16.19386526	3.677267645
19.60202069	3.621376667	4.747007648
17.28656827	-11.5128705	7.026798378
21.88785746	-11.52985951	3.918208583
21.22476773	-23.99236422	12.59249584
21.12492627	-14.85589465	7.736190434
18.44429448	-3.945746917	5.886903013
21.12492627	-14.85589465	7.736190434
18.44429448	-3.945746917	5.886903013
19.916932	-2.118244802	-14.08434478
22.75092167	-5.507666367	-7.524827541
26.48914666	-11.54684852	0.809618788
26.68637928	-13.66042306	4.832700847
24.96328427	-18.1989188	8.44558249
